Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Register and Login,Chrome 71.0.3578.98,Register and Login,2019-01-07 10:38:45,2019-01-07 10:39:09,23.729s,PASSED
,,,,,,
Test Cases/ICRC External - Registration,Chrome 71.0.3578.98,Test Case for Sign-Up,2019-01-07 10:38:45,2019-01-07 10:39:01,15.167s,PASSED
"openBrowser("""")",Chrome 71.0.3578.98,,2019-01-07 10:38:46,2019-01-07 10:38:50,3.897s,PASSED
"navigateToUrl(""https://icrc-test.nci.nih.gov/"")",Chrome 71.0.3578.98,,2019-01-07 10:38:50,2019-01-07 10:38:51,1.494s,PASSED
"click(findTestObject(""Page_Introduction to Cancer Researc/a_Register""))",Chrome 71.0.3578.98,,2019-01-07 10:38:51,2019-01-07 10:38:52,0.644s,PASSED
"click(findTestObject(""Object Repository/Page_Registration/input__usPersonType (3)""))",Chrome 71.0.3578.98,,2019-01-07 10:38:52,2019-01-07 10:38:52,0.143s,PASSED
"click(findTestObject(""Object Repository/Page_Registration/input_U.S. Citizen_usPersonTyp (1)""))",Chrome 71.0.3578.98,,2019-01-07 10:38:52,2019-01-07 10:38:52,0.113s,PASSED
"click(findTestObject(""Object Repository/Page_Registration/div_Alien Registration Number (1)""))",Chrome 71.0.3578.98,,2019-01-07 10:38:52,2019-01-07 10:38:52,0.151s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Page_Registration/select_--- Select a level --- (3)""), ""162"", true)",Chrome 71.0.3578.98,,2019-01-07 10:38:52,2019-01-07 10:38:53,0.403s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Page_Registration/select_--- Select a level --- (3)""), ""164"", true)",Chrome 71.0.3578.98,,2019-01-07 10:38:53,2019-01-07 10:38:53,0.325s,PASSED
"click(findTestObject(""Object Repository/Page_Registration/div_Are you U.S. CitizenPerman (1)""))",Chrome 71.0.3578.98,,2019-01-07 10:38:53,2019-01-07 10:38:53,0.118s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Page_Registration/select_--- Select a level --- (3)""), ""149"", true)",Chrome 71.0.3578.98,,2019-01-07 10:38:53,2019-01-07 10:38:53,0.243s,PASSED
"click(findTestObject(""Object Repository/Page_Registration/input__usPersonType (3)""))",Chrome 71.0.3578.98,,2019-01-07 10:38:53,2019-01-07 10:38:54,0.094s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Page_Registration/select_--Select--    Dr.    Mr (1)""), ""166"", true)",Chrome 71.0.3578.98,,2019-01-07 10:38:54,2019-01-07 10:38:54,0.368s,PASSED
"click(findTestObject(""Object Repository/Page_Registration/label_Prefix (1)""))",Chrome 71.0.3578.98,,2019-01-07 10:38:54,2019-01-07 10:38:54,0.111s,PASSED
"click(findTestObject(""Object Repository/Page_Registration/div_Prefix            --Select (1)""))",Chrome 71.0.3578.98,,2019-01-07 10:38:54,2019-01-07 10:38:54,0.137s,PASSED
"click(findTestObject(""Object Repository/Page_Registration/label_First Name (1)""))",Chrome 71.0.3578.98,,2019-01-07 10:38:54,2019-01-07 10:38:54,0.172s,PASSED
"click(findTestObject(""Object Repository/Page_Registration/div_First Name (1)""))",Chrome 71.0.3578.98,,2019-01-07 10:38:54,2019-01-07 10:38:55,0.225s,PASSED
"setText(findTestObject(""Object Repository/Page_Registration/input__firstName (1)""), ""FirstName_1"")",Chrome 71.0.3578.98,,2019-01-07 10:38:55,2019-01-07 10:38:55,0.236s,PASSED
"setText(findTestObject(""Object Repository/Page_Registration/input_Middle Name_middleName (1)""), ""Middle_1"")",Chrome 71.0.3578.98,,2019-01-07 10:38:55,2019-01-07 10:38:55,0.172s,PASSED
"setText(findTestObject(""Object Repository/Page_Registration/input__lastName (1)""), ""LastName_1"")",Chrome 71.0.3578.98,,2019-01-07 10:38:55,2019-01-07 10:38:55,0.201s,PASSED
"setText(findTestObject(""Object Repository/Page_Registration/input__email (1)""), ""firstname1@nih.edu"")",Chrome 71.0.3578.98,,2019-01-07 10:38:55,2019-01-07 10:38:55,0.238s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Registration/input__password (1)""), ""iFGeFYmXIrWy72D5I5E8Dw=="")",Chrome 71.0.3578.98,,2019-01-07 10:38:55,2019-01-07 10:38:56,0.369s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Registration/input__confirmPassword (1)""), ""iFGeFYmXIrWy72D5I5E8Dw=="")",Chrome 71.0.3578.98,,2019-01-07 10:38:56,2019-01-07 10:38:56,0.205s,PASSED
